Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Tumour Type 4,Tumour Type 5,Tumour Type 6,Tumour Type 7,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Age,Age Detail,Region,Gender,Grade,Nodal Status,Incidence,Population,Incidence Rate,Incidence Rate LCI,Incidence Rate UCI,Routes Population,Screening,Screening percentage,Screening percentage LCI,Screening percentage UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait percentage LCI,Two Week Wait percentage UCI,GP Referral,GP Referral percentage,GP Referral percentage LCI,GP Referral percentage UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient percentage LCI,Other Outpatient percentage UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective percentage LCI,Inpatient Elective percentage UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation percentage LCI,Emergency Presentation percentage UCI,DCO,DCO percentage,DCO percentage LCI,DCO percentage UCI,Unknown Route,Unknown Route percentage,Unknown Route percentage LCI,Unknown Route percentage UCI,Route not classified,Route not classified percentage,Route not classified percentage LCI,Route not classified percentage UCI,Treatment cohort,CT count,CT percentage,CT percentage LCI,CT percentage UCI,RT count,RT percentage,RT percentage LCI,RT percentage UCI,Surgery count,Surgery percentage,Surgery percentage LCI,Surgery percentage UCI,CT only count,CT only percentage,CT only percentage LCI,CT only percentage UCI,RT only count,RT only percentage,RT only percentage LCI,RT only percentage UCI,Surgery only count,Surgery only percentage,Surgery only percentage LCI,Surgery only percentage UCI,CT and RT count,CT and RT percentage,CT and RT percentage LCI,CT and RT percentage UCI,Surgery and CT count,Surgery and CT percentage,Surgery and CT percentage LCI,Surgery and CT percentage UCI,Surgery and RT count,Surgery and RT percentage,Surgery and RT percentage LCI,Surgery and RT percentage UCI,Surgery and CT and RT count,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI,Surgery and CT and RT percentage UCI,Other care count,Other care percentage,Other care percentage LCI,Other care percentage UCI,Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Kaplan-Meier survival 03m,Kaplan-Meier survival 03m LCI,Kaplan-Meier survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Kaplan-Meier survival 06m,Kaplan-Meier survival 06m LCI,Kaplan-Meier survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Kaplan-Meier survival 09m,Kaplan-Meier survival 09m LCI,Kaplan-Meier survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Kaplan-Meier survival 12m,Kaplan-Meier survival 12m LCI,Kaplan-Meier survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Kaplan-Meier survival 24m,Kaplan-Meier survival 24m LCI,Kaplan-Meier survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Kaplan-Meier survival 36m,Kaplan-Meier survival 36m LCI,Kaplan-Meier survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Kaplan-Meier survival 48m,Kaplan-Meier survival 48m LCI,Kaplan-Meier survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Kaplan-Meier survival 60m,Kaplan-Meier survival 60m LCI,Kaplan-Meier survival 60m UCI,Net survival 72m,Net survival 72m LCI,Net survival 72m UCI,Kaplan-Meier survival 72m,Kaplan-Meier survival 72m LCI,Kaplan-Meier survival 72m UCI
Pancreas,2018,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Female,Not split by grade,Not split by nodal status,223,2421420,9.209,8.04,10.501,223,.c,.c,.c,.c,27,12.108,8.456,17.043,48,21.525,16.637,27.377,22,9.865,6.606,14.485,7,3.139,1.529,6.336,99,44.395,38.023,50.956,2,0.897,0.246,3.211,9,4.036,2.138,7.491,9,4.036,2.138,7.491,216,35,16.204,11.888,21.701,9,4.167,2.207,7.728,11,5.093,2.867,8.887,21,9.722,6.447,14.405,2,0.926,0.254,3.313,3,1.389,0.473,4.003,6,2.778,1.279,5.927,7,3.241,1.579,6.537,0,0,0,1.747,1,0.463,0.082,2.575,176,81.481,75.767,86.096,216,203,55,48.2,61.8,54.7,47.6,61.2,35.4,28.8,41.9,35,28.5,41.5,24.5,18.6,30.5,24.1,18.5,30.2,18.1,12.8,23.4,17.7,12.8,23.3,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2018,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Male,Not split by grade,Not split by nodal status,238,2166506,10.985,9.634,12.473,238,.c,.c,.c,.c,25,10.504,7.217,15.046,50,21.008,16.314,26.624,16,6.723,4.18,10.64,9,3.782,2.002,7.029,119,50,43.698,56.302,2,0.84,0.231,3.012,10,4.202,2.298,7.56,7,2.941,1.432,5.945,231,40,17.316,12.982,22.72,11,4.762,2.679,8.324,7,3.03,1.475,6.122,28,12.121,8.521,16.961,3,1.299,0.443,3.748,3,1.299,0.443,3.748,8,3.463,1.765,6.684,4,1.732,0.675,4.367,0,0,0,1.636,0,0,0,1.636,185,80.087,74.463,84.726,231,221,45.9,39.3,52.4,45.5,38.8,51.9,31.4,25.3,37.6,30.9,25,37.1,22.4,16.9,27.9,21.8,16.6,27.5,16,11.1,20.9,15.5,11.1,20.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2018,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Persons,Not split by grade,Not split by nodal status,804,2768734,29.039,27.066,31.117,804,.c,.c,.c,.c,92,11.443,9.423,13.829,117,14.552,12.283,17.158,41,5.1,3.781,6.845,15,1.866,1.134,3.055,452,56.219,52.768,59.611,14,1.741,1.04,2.902,35,4.353,3.147,5.994,38,4.726,3.463,6.421,766,12,1.567,0.898,2.718,4,0.522,0.203,1.335,3,0.392,0.133,1.145,12,1.567,0.898,2.718,4,0.522,0.203,1.335,3,0.392,0.133,1.145,0,0,0,0.499,0,0,0,0.499,0,0,0,0.499,0,0,0,0.499,747,97.52,96.159,98.406,766,697,38.8,35.1,42.5,37.7,34.1,41.3,21.8,18.6,24.9,20.7,17.7,23.7,14.5,11.7,17.2,13.3,10.9,16,10.8,8.4,13.2,9.8,7.7,12.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2018,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Female,Not split by grade,Not split by nodal status,458,1652687,27.712,25.232,30.371,458,.c,.c,.c,.c,53,11.572,8.957,14.827,56,12.227,9.537,15.545,27,5.895,4.083,8.441,12,2.62,1.505,4.523,261,56.987,52.413,61.444,7,1.528,0.742,3.121,20,4.367,2.844,6.648,22,4.803,3.193,7.166,437,4,0.915,0.357,2.33,4,0.915,0.357,2.33,2,0.458,0.126,1.653,4,0.915,0.357,2.33,4,0.915,0.357,2.33,2,0.458,0.126,1.653,0,0,0,0.871,0,0,0,0.871,0,0,0,0.871,0,0,0,0.871,427,97.712,95.839,98.752,437,397,40.3,35.4,45.2,39.3,34.5,44.1,21.9,17.8,26.1,20.9,17.1,25,14.1,10.5,17.6,13.1,10,16.6,10.2,7.1,13.3,9.3,6.7,12.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2018,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Male,Not split by grade,Not split by nodal status,346,1116047,31.002,27.821,34.447,346,.c,.c,.c,.c,39,11.272,8.356,15.038,61,17.63,13.976,21.995,14,4.046,2.425,6.676,3,0.867,0.295,2.518,191,55.202,49.934,60.356,7,2.023,0.983,4.116,15,4.335,2.645,7.029,16,4.624,2.866,7.379,329,8,2.432,1.237,4.724,0,0,0,1.154,1,0.304,0.054,1.701,8,2.432,1.237,4.724,0,0,0,1.154,1,0.304,0.054,1.701,0,0,0,1.154,0,0,0,1.154,0,0,0,1.154,0,0,0,1.154,320,97.264,94.884,98.554,329,300,36.8,31.3,42.4,35.7,30.3,41.1,21.6,16.8,26.4,20.3,16,25.1,15,10.7,19.2,13.7,10.1,17.8,11.6,7.7,15.4,10.3,7.2,14.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2018,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,542,55977178,0.968,0.888,1.053,542,.c,.c,.c,.c,99,18.266,15.24,21.738,180,33.21,29.376,37.281,96,17.712,14.729,21.15,47,8.672,6.584,11.341,86,15.867,13.033,19.182,0,0,0,0.704,21,3.875,2.548,5.85,13,2.399,1.407,4.06,527,122,23.15,19.751,26.938,17,3.226,2.024,5.105,175,33.207,29.32,37.337,106,20.114,16.913,23.747,5,0.949,0.406,2.202,168,31.879,28.043,35.976,10,1.898,1.034,3.457,5,0.949,0.406,2.202,1,0.19,0.034,1.067,1,0.19,0.034,1.067,231,43.833,39.656,48.099,527,522,89.6,87,92.3,89.3,86.3,91.6,87.1,84.1,90,86.4,83.1,89.1,83.2,79.9,86.5,82.2,78.6,85.2,82,78.5,85.4,80.7,77,83.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2018,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-49,Age 00-49,All England,Persons,Not split by grade,Not split by nodal status,96,35264771,0.272,0.22,0.332,96,.c,.c,.c,.c,15,15.625,9.704,24.191,27,28.125,20.107,37.826,22,22.917,15.649,32.269,12,12.5,7.297,20.588,14,14.583,8.89,23.002,0,0,0,3.848,3,3.125,1.068,8.789,3,3.125,1.068,8.789,93,24,25.806,17.999,35.534,3,3.226,1.103,9.059,40,43.011,33.424,53.152,21,22.581,15.27,32.066,0,0,0,3.967,38,40.86,31.425,51.02,2,2.151,0.592,7.505,1,1.075,0.19,5.842,1,1.075,0.19,5.842,0,0,0,3.967,30,32.258,23.625,42.299,93,93,93.6,88.6,98.5,93.5,86.2,97,89.3,83,95.6,89.2,80.9,94.1,87.2,80.4,94,87.1,78.4,92.5,85.1,77.8,92.3,84.9,75.9,90.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2018,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 50-59,Age 50-59,All England,Persons,Not split by grade,Not split by nodal status,92,7488780,1.229,0.99,1.507,92,.c,.c,.c,.c,15,16.304,10.137,25.173,30,32.609,23.895,42.717,14,15.217,9.287,23.937,12,13.043,7.621,21.428,16,17.391,10.998,26.398,0,0,0,4.008,2,2.174,0.598,7.583,3,3.261,1.115,9.153,89,22,24.719,16.928,34.602,3,3.371,1.153,9.447,37,41.573,31.891,51.953,19,21.348,14.115,30.953,1,1.124,0.199,6.093,36,40.449,30.853,50.836,2,2.247,0.618,7.828,1,1.124,0.199,6.093,0,0,0,4.138,0,0,0,4.138,30,33.708,24.743,44.021,89,88,88.7,82.1,95.3,88.6,79.9,93.7,87.7,80.8,94.5,87.5,78.6,92.9,87.7,80.8,94.5,87.5,78.6,92.9,85.5,78.1,92.9,85.2,75.9,91.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2018,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,156,5866967,2.659,2.258,3.111,156,.c,.c,.c,.c,26,16.667,11.635,23.301,56,35.897,28.792,43.681,28,17.949,12.72,24.718,11,7.051,3.983,12.184,25,16.026,11.097,22.587,0,0,0,2.403,6,3.846,1.774,8.136,4,2.564,1.002,6.407,151,38,25.166,18.919,32.645,6,3.974,1.834,8.397,52,34.437,27.329,42.317,34,22.517,16.584,29.813,3,1.987,0.678,5.678,50,33.113,26.107,40.956,2,1.325,0.364,4.7,1,0.662,0.117,3.656,0,0,0,2.481,1,0.662,0.117,3.656,60,39.735,32.278,47.702,151,151,89.6,84.7,94.5,89.4,83.3,93.4,85.9,80.2,91.5,85.4,78.7,90.2,81.4,75.1,87.7,80.8,73.6,86.2,80.3,73.8,86.8,79.5,72.1,85.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2018,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,198,7356660,2.691,2.33,3.094,198,.c,.c,.c,.c,43,21.717,16.542,27.969,67,33.838,27.611,40.681,32,16.162,11.687,21.924,12,6.061,3.501,10.293,31,15.657,11.255,21.366,0,0,0,1.903,10,5.051,2.766,9.046,3,1.515,0.517,4.359,194,38,19.588,14.616,25.74,5,2.577,1.106,5.89,46,23.711,18.273,30.17,32,16.495,11.933,22.358,1,0.515,0.091,2.862,44,22.68,17.352,29.07,4,2.062,0.805,5.181,2,1.031,0.283,3.68,0,0,0,1.942,0,0,0,1.942,111,57.216,50.181,63.972,194,190,88.1,83.4,92.9,87.4,81.7,91.3,86.5,81.4,91.6,85.3,79.4,89.6,80.5,74.5,86.4,78.4,71.9,83.6,80,73.9,86.2,77.4,70.7,82.7,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,All,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,9263,56286961,16.457,16.123,16.795,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,8717,56286961,15.487,15.163,15.815,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,1314,56286961,2.334,2.21,2.464,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,153,42821410,0.357,0.303,0.419,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,248,5908575,4.197,3.691,4.754,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Female,Not split by grade,Not split by nodal status,126,3028537,4.16,3.466,4.954,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Male,Not split by grade,Not split by nodal status,122,2880038,4.236,3.518,5.058,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Persons,Not split by grade,Not split by nodal status,483,4720012,10.233,9.341,11.188,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Female,Not split by grade,Not split by nodal status,223,2489152,8.959,7.821,10.215,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Male,Not split by grade,Not split by nodal status,260,2230860,11.655,10.281,13.161,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2019,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Persons,Not split by grade,Not split by nodal status,430,2836964,15.157,13.758,16.66,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
